codmat|descripcion|marca|codfam|subfam|Estado|undbase|und A|und B|und C 
003804|CARTON DUPLEX 330 GR 100X 70 ESTUCADO|FRONTERA|002|003|D|CTO|RMA||
003805|CARTULINA DUPLEX 450 GR 100X70 ESTUCADO|FRONTERA|002|003|D|CTO|||
003806|CARTON DUPLEX 250 GR  70X100            |CONVERTID|002|003|D|CTO|RMA||
003807|CARTON DUPLEX 250 GR 100X 70            |CONVERTID|002|003|D|CTO|RMA||
003808|CARTULINA DUPLEX 400 GR 70X100 ESTUCADO|FRONTERA|002|003|D|CTO|||
003809|CARTON DUPLEX 400 GR 100X 70 ESTUCADO|FRONTERA|002|003|D|CTO|RMA||
003810|CARTON DUPLEX 300 GR  70X100            |CONVERTID|002|003|D|CTO|RMA||
003812|CARTON DUPLEX 350 GR  70X100            |PARAMONGA|002|003|D|CTO|RMA||
003813|CARTON DUPLEX 350 GR 100X 70            |PARAMONGA|002|003|D|CTO|RMA||
003814|CARTON DUPLEX 350 GR  70X100  CLL       |S/M|002|003|D|CTO|RMA||
003815|CARTON DUPLEX 250 GR  70X100 DCN        |S/M|002|003|D|CTO|RMA||
003816|CARTON DUPLEX 250 GR 100X 70 CLL        |S/M|002|003|D|CTO|RMA||
003817|CARTON DUPLEX 350 GR  70X100            |CONVERTID|002|003|D|CTO|RMA||
003819|CARTON DUPLEX 350 GR 100X 70 CLL        |S/M|002|003|D|CTO|RMA||
003820|CARTON DUPLEX 350 GR  70X100 CLL        |S/M|002|003|D|CTO|RMA||
003821|CARTON DUPLEX 450 GR  70X100            |CONVERTID|002|003|D|CTO|RMA||
003823|CARTON TRIPLEX 360 GR  68.5X90 (CAL 18) |AMERICANO|002|003|D|CTO|RMA||
003824|CARTON DUPLEX 250 GR  70X100            |PONDEROSA|002|003|D|CTO|RMA||
003825|CARTON DUPLEX 250 GR  70X100            |S/M|002|003|D|CTO|RMA||
003826|CARTON DUPLEX 300 GR  70X100|FRONTERA|002|003|D|CTO|RMA||
003827|CARTON DUPLEX 300 GR 100X 70|FRONTERA|002|003|D|CTO|RMA||
003828|CARTULINA DUPLEX 400 GR 70X100|FRONTERA|002|003|D|CTO|RMA||
003829|CARTON DUPLEX 400 GR 100X 70|FRONTERA|002|003|D|CTO|RMA||
003830|CARTON DUPLEX 330 GR 100X 70|FRONTERA|002|003|D|CTO|RMA||
003846|CARTULINA NEGRA               50X70     |IMPORTADA|002|004|D|CTO|DOC0.120|CTO|
003850|CARTULINA OPALINA BELGA                 |BELGA|002|004|D|UNI|DOC|CTO|O/C100
003851|CARTULINA NEGRA        160 GR 70X100|PANASA|002|004|D|CTO|DOC0.120|CTO|
003852|CARTULINA *ESC.BLANCA  150 GR 50X65     |ATLAS|002|004|D|UNI|DOC|CTO|
003853|CARTULINA *ESC.COLOR   150 GR 50X65     |ATLAS|002|004|D|CTO|DOC0.120|CTO|
003856|CARTULINA MANILA TAG   205 GR 61X86     |LICITAC|002|004|D|CTO|RMA||
003857|CARTULINA *ESC.AMAR    150 GR 50X65     |A. REX|002|004|D|CTO|RMA||
003860|CARTULINA *ESC.VERDE   150 GR 50X65     |A. REX|002|004|D|CTO|RMA|CTO|
003876|CARTULINA BRIST BLANCA 180 GR 62X86|PARAMONGA|002|004|D|CTO|||
003877|CARTULINA COLOR VERDE  180 GR|KIMBERLY|002|004|D|CTO|||
003878|CARTULINA BRIST VERDE  180 GR 69X89|ATLAS|002|004|D|CTO|||
003888|CARTULINA OPALINA                       |ALEMANA|002|004|D|CTO|DOC0.120|CTO|
003889|CARTULINA *ESC.BLANCA  150 GR 50X65     |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003890|CARTULINA COLOR BLANCA 150 GR 61X86     |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003891|CARTULINA *ESC.COLOR   150 GR 50X65     |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003892|CARTULINA COLOR SURT.  150 GR 61X86     |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003893|CARTULINA BRISTOL BLANCA 180 GR 65X50|PARAMONGA|002|004|D|CTO||CTO|
003894|CARTULINA BRIST BLANCA 180 GR 61X86     |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003895|CARTULINA BRIST COLOR  180 GR 61X86     |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003896|CARTULINA BRIST        180 GR 69X89     |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003897|CARTULINA BRIST BLANCA 180 GR 70X100    |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003898|CARTULINA BRIST COLOR  180 GR 69X89     |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003899|CARTULINA BRIST COLOR  180 GR 70X100    |PARAMONGA|002|004|D|CTO|DOC0.120|CTO|
003900|CARTULINA *ESC.BLANCA  150 GR 65X50     |PARAMONGA|002|004|D|CTO|RMA||
003906|CARTULINA *ESC.CELES   150 GR 50X65     |PARAMONGA|002|004|D|CTO|RMA||
003910|CARTULINA BRIST BLANCA 180 GR 50X65     |PARAMONGA|002|004|D|CTO|RMA||
003911|CARTULINA BRIST BLANCA 180 GR 69X89     |PARAMONGA|002|004|D|CTO|RMA||
003912|CARTULINA BRIST BLANCA 180 GR 62X86     |PARAMONGA|002|004|D|CTO|RMA||
003914|CARTULINA BRIST CELES  180 GR 61X86     |PARAMONGA|002|004|D|CTO|RMA||
003915|CARTULINA BRIST CELES  180 GR 70X100    |PARAMONGA|002|004|D|CTO|RMA||
003916|CARTULINA BRIST VERDE  180 GR 69X89     |PARAMONGA|002|004|D|CTO|RMA||
003917|CARTULINA BRIST VERDE  180 GR 61X86     |PARAMONGA|002|004|D|CTO|RMA||
003918|CARTULINA BRIST VERDE  180 GR 70X100    |PARAMONGA|002|004|D|CTO|RMA||
003919|CARTULINA BRIST AMAR   180 GR 69X899    |PARAMONGA|002|004|D|CTO|RMA||
003920|CARTULINA BRIST AMAR   180 GR 61X86     |PARAMONGA|002|004|D|CTO|RMA||
003921|CARTULINA BRIST AMAR   180 GR 70X100    |PARAMONGA|002|004|D|CTO|RMA||
003922|CARTULINA BRIST ROSAD  180 GR 69X89     |PARAMONGA|002|004|D|CTO|RMA||
003923|CARTULINA BRIST ROSAD  180 GR 61X86     |PARAMONGA|002|004|D|CTO|RMA||
003924|CARTULINA BRIST ROSAD  180 GR 70X100    |PARAMONGA|002|004|D|CTO|RMA||
003925|CARTULINA BRIST AMAR   240 GR 70X100    |RIPAX|002|004|D|CTO|RMA|CTO|
003930|CARTULINA *ESC.BLANCA  145 GR 65X50     |S/M|002|004|D|CTO|RMA||
003941|CARTULINA *ESC.VERDE   150 GR 65X50     |PARAMONGA|002|004|D|CTO|RMA||
003942|CARTULINA BRIST BLANCA 240 GR 70X100    |S/M|002|004|D|CTO|RMA||
003951|CARTULINA MANILA TAG   190 GR 100X70    |PARAMONGA|002|004|D|CTO|RMA||
003952|CARTULINA MANILA TAG   190 GR 71X100    |PARAMONGA|002|004|D|CTO|RMA||
003954|CONTOMETRO BOND 55 MM X 60M             |GALLO|002|005|D|UNI|PAQ10|CTO|
003955|CONTOMETRO BOND 57 MM X 60M             |GALLO|002|005|D|UNI|PAQ10|CTO|
003956|CONTOMETRO BOND 57 MM X 60M|GALLO|002|005|D|UNI|PAQ10||
003957|CONTOMETRO BOND 55 MM X 41M             |FRISCO|002|005|D|UNI|PAQ10||
003958|CONTOMETRO BOND 57 MM                   |FRISCO|002|005|D|UNI|PAQ10||
003959|CONTOMETRO BOND 58 MM X 41M|FRISCO|002|005|D|UNI|PAQ10||
003960|CONTOMETRO BOND 60 MM                   |S/M|002|005|D|UNI|PAQ10||
003961|CONTOMETRO BOND 55 MM X 60M|GALLO|002|005|D|UNI|PAQ10||
003962|CONTOMETRO BOND 70 MM X 41M|FRISCO|002|005|D|UNI|PAQ10||
003963|CONTOMETRO BOND 57 MM X 36M             |FRISCO|002|005|D|UNI|PAQ10||
003964|CONTOMETRO BOND 55 MM X 36M             |FRISCO|002|005|D|UNI|PAQ10||
003965|CONTOMETRO BOND 58 MM X 36M             |FRISCO|002|005|D|UNI|PAQ10||
003966|CONTOMETRO BOND 55 MM 46 X 13           |S/M|002|005|D|UNI|PAQ||
003967|CONTOMETRO BOND 70 MM 46 X 13           |FRISCO|002|005|D|UNI|PAQ||
003968|CONTOMETRO BOND 55 MM                   |PIGATI|002|005|D|UNI|PAQ10||
003969|CONTOMETRO BOND 58 MM                   |.|002|005|D|UNI|PAQ10||
003970|CONTOMETRO BOND 57 MM X 36M             |PIGATI|002|005|D|UNI|PAQ10||
003973|CONTOMETRO BOND 55 MM X 60M|NECOPA|002|005|D|UNI|PAQ10||
003974|CONTOMETRO BOND 57 MM X 60M|NECOPA|002|005|D|UNI|PAQ10||
003975|CONTOMETRO BOND 58 MM X 60M|NECOPA|002|005|D|UNI|PAQ||
003976|CONTOMETRO BOND 55 MM X 36M|NECOPA|002|005|D|UNI|PAQ10||
003977|CONTOMETRO BOND 57 MM X 36M|NECOPA|002|005|D|UNI|PAQ10||
003978|CONTOMETRO BOND 58 MM X 36M|NECOPA|002|005|D|UNI|PAQ10||
003979|CONTOMETRO BOND 37 MM X 70M|NECOPA|002|005|D|UNI|PAQ10||
003980|CONTOMETRO BOND 44 MM X 70M|NECOPA|002|005|D|UNI|PAQ10||
003981|CONTOMETRO BOND 55 MM X 60M|STANDFORD|002|005|D|UNI|PAQ10||
003982|CONTOMETRO BOND 55 MM X 60M|STANDFORD|002|005|D|UNI|PAQ10||
003983|CONTOMETRO BOND 58 MM X 60M|STANDFORD|002|005|D|UNI|PAQ10||
003984|CONTOMETRO BOND 55 MM X 60M|FRISCO|002|005|D|UNI|PAQ10||
003985|CONTOMETRO BOND 57 MM X 60M             |FRISCO|002|005|D|UNI|PAQ10||
003986|CONTOMETRO BOND 58 MM X 60M|FRISCO|002|005|D|UNI|PAQ10||
003989|PAPEL CARTA  CUADRI 400PLG              |STANDFORD|010|006|D|RMA|CTO0.250|RMA|MLL2.500
003990|PAPEL CARTA  RAYADO 400PLG              |STANDFORD|010|006|D|RMA|CTO0.250|RMA|
003991|PAPEL CARTA  CUADRI 400PLG              |LORO|002|006|D|RMA|CTO0.250|RMA|
003993|PAPEL OFICIO CUADRI 400PLG|ATLAS|002|006|D|RMA|CTO0.250|RMA|
003994|PAPEL OFICIO RAYADO 400PLG              |LORO|002|006|D|RMA|CTO0.250|RMA|
003995|PAPEL OFICIO CUADRI 400PLG              |LORO|002|006|D|RMA|CTO0.250|RMA|
003996|PAPEL OFICIO RAYADO 400PLG              |JUSTUS|002|006|D|RMA|CTO0.250|RMA|
003997|PAPEL OFICIO CUADRI 400PLG              |JUSTUS|002|006|D|RMA|CTO0.250|RMA|
004001|PAPEL OFICIO CUADRI 400PLG              |STANDFORD|010|006|D|RMA|CTO0.250|RMA|
004004|PAPEL OFICIO RAYADO 400PLG|ATLAS|002|006|D|RMA|CTO0.250|RMA|
004005|PAPEL CARTA  RAYADO 400PLG              |ATLAS|002|006|D|RMA|CTO0.250|RMA|
004006|PAPEL CARTA  CUADRI 400PLG              |ATLAS|002|006|D|RMA|CTO0.250|RMA|
004008|PAPEL OFICIO CUADRI 400PLG              |CANADIAN|010|006|D|RMA|CTO0.250|RMA|
004009|PAPEL OFICIO RAYADO 400PLG|CANADIAN|010|006|D|RMA|CTO0.250|RMA|
004010|PAPEL CARTA  CUADRI 400PLG              |CANADIAN|010|006|D|RMA|CTO0.250|RMA|
004011|PAPEL CARTA  RAYADO 400PLG|CANADIAN|010|006|D|RMA|CTO0.250|RMA|
004014|PAPEL OFICIO RAYADO 400PLG              |STANDFORD|010|006|D|RMA|CTO0.250|RMA|MLL2.500
004015|PAPEL OFICIO CUADRI 400PLG C/M          |STANDFORD|010|006|D|RMA|CTO0.250|RMA|MLL2.500
004016|PAPEL CARTA  RAYADO 400PLG C/M          |STANDFORD|010|006|D|RMA|CTO0.250|RMA|MLL2.500
004017|PAPEL CARTA  CUADRI 400PLG C/M|STANDFORD|010|006|D|RMA|CTO0.250|RMA|MLL2.500
004033|CARTON GRIS    300 GR 70X100            |PARAMONGA|002|007|D|CTO|RMA||
004046|CUAD  ESCOLAR 48HJ T/RAYA|BRUÑO|002|009|D|UNI|DOC|O/D12|CTO
004047|CUAD  ESCOLAR 48HJ RAYADO ECO KID       |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004048|CUAD  ESCOLAR 48HJ CUADRI ECO KID       |STANDFORD|010|009|D|UNI|DOC|CTO|MLL
004049|CUAD  ESCOLAR 48HJ D/RAYA ECO KID       |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004050|CUAD  ESCOLAR 48HJ T/RAYA ECO KID A     |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004051|CUAD  ESCOLAR 48HJ RAYADO               |CONTI|010|009|D|UNI|DOC|CTO|MLL
004052|CUAD  ESCOLAR 48HJ CUADRI               |CONTI|010|009|D|UNI|DOC|CTO|MLL
004053|CUAD  ESCOLAR 48HJ T/RAYA               |CONTI|010|009|D|UNI|DOC|CTO|MLL
004054|CUAD  ESCOLAR 48HJ RAYADO CRAZY         |STANDFORD|010|009|D|UNI|DOC|CTO|MLL
004055|CUAD ESCOLAR 44HJ RAYADO C/M|JUSTUS|002|009|A|UNI|DOC|CTO|
004056|CUAD  ESCOLAR 48HJ CUADRI               |JUSTUS|002|009|D|UNI|CTO||
004057|CUAD  ESCOLAR 48HJ D/RAYA COLORES|JUSTUS|002|009|D|UNI|DOC|CTO|
004058|CUAD  ESCOLAR 48HJ CUADRI CRAZY         |STANDFORD|010|009|D|UNI|DOC|CTO|MLL
004059|CUAD  ESCOLAR 48HJ T/LIN  CRAZY         |STANDFORD|002|009|D|UNI|DOC|CTO|
004060|CUAD  ESCOLAR 48HJ CUADRI|LORO|002|009|D|UNI|DOC|CTO|
004061|CUAD  ESCOLAR 48HJ D/RAYA|LORO      |002|009|D|UNI|DOC|CTO|MLL
004062|CUAD  ESCOLAR 48HJ RAYADO|LORO|002|009|D|UNI|DOC|CTO|MLL
004063|CUAD  ESCOLAR 48HJ RAYADO JEAN          |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004064|CUAD  ESCOLAR 48HJ CUADRI JEAN          |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004065|CUAD  ESCOLAR 48HJ D/RAYA JEAN          |STANDFORD|002|009|D|UNI|DOC|CTO|
004066|CUAD  ESCOLAR 48HJ T/RAYA JEAN A        |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004067|CUAD  ESCOLAR 48HJ RAYADO DISNEY C/M|STANDFORD|010|009|D|UNI|DOC|CTO|
004068|CUAD  ESCOLAR 48HJ CUADRI DISNEY|STANDFORD|010|009|D|UNI|DOC|CTO|
004069|CUAD  ESCOLAR 48HJ D/RAYA DISNEY        |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004070|CUAD  ESCOLAR 48HJ T/RAYA DISNEY        |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004071|CUAD  ESCOLAR 48HJ CUADRI               |UNIVERSAL|002|009|D|UNI|DOC|CTO|
004072|CUAD  ESCOLAR 48HJ D/RAYA               |UNIVERSAL|002|009|D|UNI|DOC|CTO|
004073|CUAD  ESCOLAR 48HJ D/RAYA               |CONTI|010|009|D|UNI|DOC|CTO|MLL
004074|CUAD  ESCOLAR 48HJ RAYADO               |SURCO|002|009|D|UNI|DOC|CTO|
004075|CUAD  ESCOLAR 48HJ CUADRI               |SURCO|002|009|D|UNI|DOC|CTO|
004076|CUAD  ESCOLAR 48HJ RAYADO MIX (C-S)     |SURTIDO|002|009|D|UNI|DOC|CTO|MLL
004077|CUAD  ESCOLAR 48HJ CUADRI MIX (C-S)     |SURTIDO|002|009|D|UNI|DOC|CTO|MLL
004078|CUAD  ESCOLAR 48HJ T/RAYA|JUSTUS|002|009|D|UNI|DOC|CTO|
004079|CUAD  ESCOLAR 48HJ D/RAYA MIX (C-S)     |SURTIDO|002|009|D|UNI|DOC|CTO|
004080|CUAD  ESCOLAR 48HJ T/RAYA MIX SURT      |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004081|CUAD  ESCOLAR 48HJ RAYADO PLAST         |ATLAS|002|009|D|UNI|DOC|CTO|MLL
004082|CUAD  ESCOLAR 48HJ CUADRI PLAST         |ATLAS|002|009|D|UNI|DOC|CTO|MLL
004083|CUAD  ESCOLAR 48HJ D/RAYA               |ATLAS|002|009|D|UNI|DOC|CTO|MLL
004084|CUAD  ESCOLAR 48HJ RAYADO DISNEY        |ATLAS|002|009|D|UNI|DOC|CTO|MLL999.960
004085|CUAD  ESCOLAR 48HJ CUADRI DISNEY        |ATLAS|002|009|D|UNI|DOC|CTO|MLL
004086|CUAD  ESCOLAR 48HJ RAYADO C.Z           |STANDFORD|010|009|D|UNI|DOC|CTO|MLL
004087|CUAD  ESCOLAR 48HJ CUADRI C.Z           |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004088|CUAD  ESCOLAR 48HJ T/RAYA               |STANDFORD|010|009|D|UNI|DOC|CTO|
004089|CUAD  ESCOLAR 48HJ RAYADO C/M           |STANDFORD|010|009|D|UNI|DOC|CTO|MLL
004090|CUAD  ESCOLAR 48HJ D/RAYA               |ATLAS|002|009|D|UNI|DOC|CTO|MLL
004091|CUAD  ESCOLAR 48HJ T/RAYA DISNEY        |ATLAS|002|009|D|UNI|DOC|CTO|
004092|CUAD  ESCOLAR 48HJ D/LINEA              |STANDFORD|010|009|D|UNI|DOC|CTO|
004093|CUAD  ESCOLAR 48HJ T/LINEA              |STANDFORD|010|009|D|UNI|DOC|CTO|
004094|CUAD  ESCOLAR 48HJ RAYADO SPORT         |STANDFORD|002|009|D|UNI|DOC|CTO|
004096|CUAD  ESCOLAR 48HJ CUADRI|NESSER|002|009|D|UNI|DOC|CTO|MLL
004100|CUAD  ESCOLAR 48HJ RAYADO MIX INFANTIL  |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004101|CUAD  ESCOLAR 48HJ CUADRI MIX INFANTIL  |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004102|CUAD  ESCOLAR 48HJ RAYADO MIX JUVENIL   |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004103|CUAD  ESCOLAR 48HJ CUADRI MIX JUVENIL   |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004104|CUAD  ESCOLAR 48HJ D/RAYA MIX INFANTIL  |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004105|CUAD  ESCOLAR 48HJ T/RAYA MIX INFANTIL  |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004106|CUAD  ESCOLAR 48HJ D/RAYA MIX JUVENIL   |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004107|CUAD  ESCOLAR 48HJ T/RAYA MIX JUVENIL   |STANDFORD|002|009|D|UNI|DOC|CTO|MLL
004108|CUAD ESCOLAR 48HJ T/RAYA|LORO|002|009|A|UNI|DOC|CTO|MLL
004111|CUAD  ESCOLAR 48HJ CUADRI C/M LIN JUV|STANDFORD|002|009|D|UNI|DOC|CTO|
004112|CUAD  ESCOLAR 48HJ RAYADO C/M LIN JUV|STANDFORD|002|009|D|UNI|DOC|CTO|
004113|CUAD  ESCOLAR 48HJ D/RAYA C/M LIN JUV|STANDFORD|002|009|D|UNI|DOC|CTO|
004114|CUAD  ESCOLAR 48HJ CUADRI C/M LIN INF|STANDFORD|002|009|D|UNI|DOC|CTO|
004115|CUAD  ESCOLAR 48HJ RAYADO C/M LIN INF|STANDFORD|002|009|D|UNI|DOC|CTO|
004116|CUAD  ESCOLAR 48HJ D/RAYA C/M LIN INF|STANDFORD|002|009|D|UNI|DOC|CTO|
004117|CUAD  ESCOLAR 48HJ T/RAYA C/M LIN INF|STANDFORD|002|009|D|UNI|DOC|CTO|
004118|CUAD  ESCOLAR 48HJ CUADRI CLASICO|STANDFORD|002|009|D|UNI|DOC|CTO|
004119|CUAD  ESCOLAR 48HJ RAYADO S/M|STANDFORD|002|009|D|UNI|DOC|CTO|
004120|CUAD  ESCOLAR 48HJ D/RAYA CLASICO       |STANDFORD|010|009|D|UNI|DOC|CTO|MLL
004121|CUAD  ESCOLAR 48HJ T/RAYA CLASICO|STANDFORD|002|009|D|UNI|DOC|CTO|
004122|CUAD  ESCOLAR 48HJ CARTOG CLASICO       |STANDFORD|010|009|D|UNI|DOC|CTO|MLL
004123|CUAD  ESCOLAR 48HJ CUADRI C/M           |STANDFORD|010|009|D|UNI|DOC|CTO|MLL
004126|CUAD  ESCOLAR 46HJ CUADRI C/M|CONTI|010|009|A|UNI|DOC|CTO|MLL
004127|CUAD  ESCOLAR 46HJ RAYADO C/M|CONTI|010|009|A|UNI|DOC|CTO|MLL
004128|CUAD ENGRAPADO A-4 185/200 HJ CUADRI|NACIONAL|010|014|D|UNI|DOC|CTO|
004129|CUAD  ESCOLAR 96HJ RAYADO ECO KID|STANDFORD|010|010|D|UNI|DOC|CTO|
004130|CUAD  ESCOLAR 96HJ CUADRI ECO KID       |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004131|CUAD  ESCOLAR 96HJ D/RAYA ECO KID       |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004132|CUAD  ESCOLAR 96HJ T/RAYA ECO KID       |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004133|CUAD  ESCOLAR 96HJ CARTOG ECO KID       |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004134|CUAD  ESCOLAR 96HJ RAYADO CRAZY|STANDFORD|010|010|D|UNI|DOC|CTO|
004135|CUAD  ESCOLAR 96HJ CUADRI CRAZY         |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004136|CUAD  ESCOLAR 96HJ D/RAYA CRAZY         |STANDFORD|002|010|D|UNI|DOC|CTO|
004137|CUAD  ESCOLAR 96HJ T/RAYA CRAZY         |STANDFORD|002|010|D|UNI|DOC|CTO|
004138|CUAD  ESCOLAR 96HJ CARTOG SPORT         |CONTI|010|010|D|UNI|DOC|CTO|MLL
004139|CUAD  ESCOLAR 96HJ T/RAYA SPORT         |CONTI|010|010|D|UNI|DOC|CTO|MLL
004140|CUAD  ESCOLAR 96HJ RAYADO SPORT         |CONTI|010|010|D|UNI|DOC|CTO|MLL
004141|CUAD  ESCOLAR 96HJ CUADRI SPORT         |CONTI|010|010|D|UNI|DOC|CTO|MLL
004142|CUAD  ESCOLAR 96HJ D/RAYA               |CONTI|010|010|D|UNI|DOC|CTO|MLL
004143|CUAD  ESCOLAR 96HJ T/LIN  CRAZY         |STANDFORD|002|010|D|UNI|DOC|CTO|
004144|CUAD  ESCOLAR 96HJ CARTOG               |STANDFORD|002|010|D|UNI|DOC|CTO|
004145|CUAD  ESCOLAR 96HJ RAY/CUADRI           |S/M|002|010|D|UNI|DOC|CTO|
004146|CUAD  ESCOLAR 96HJ RAYADO PLAST|JUSTUS|002|010|D|UNI|DOC|CTO|MLL
004147|CUAD  ESCOLAR 96HJ CUADRI PLAST         |JUSTUS|002|010|D|UNI|CTO||
004148|CUAD  ESCOLAR 96HJ D/RAYA               |JUSTUS|002|010|D|UNI|CTO||
004149|CUAD  ESCOLAR 96HJ CARTOG               |JUSTUS|002|010|D|UNI|CTO||
004150|CUAD  ESCOLAR 96HJ CUADRI|JEAN BOOK|002|010|D|UNI|DOC|CTO|MLL
004151|CUAD  ESCOLAR 96HJ RAYADO|JEAN BOOK|002|010|D|UNI|DOC|CTO|MLL
004152|CUAD ESCOLAR 96HJ RAYADO|LORO      |002|010|A|UNI|DOC|CTO|MLL
004153|CUAD  ESCOLAR 96HJ CUADRI COLORES|LORO|002|010|D|UNI|DOC|CTO|MLL
004154|CUAD ESCOLAR 96HJ D/RAYA|LORO|002|010|A|UNI|DOC|CTO|MLL
004155|CUAD  ESCOLAR 96HJ CARTOG               |LORO|002|010|D|UNI|DOC|CTO|MLL
004156|CUAD  ESCOLAR 96HJ RAYADO JEAN          |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004157|CUAD  ESCOLAR 96HJ CUADRI JEAN S/M|STANDFORD|010|010|D|UNI|DOC|CTO|
004158|CUAD  ESCOLAR 96HJ D/RAYA JEAN          |STANDFORD|002|010|D|UNI|DOC|CTO|
004159|CUAD  ESCOLAR 96HJ T/RAYA JEAN          |STANDFORD|002|010|D|UNI|DOC|CTO|
004160|CUAD  ESCOLAR 96HJ T/LIN  JEAN          |STANDFORD|002|010|D|UNI|DOC|CTO|
004161|CUAD  ESCOLAR 96HJ CARTOG JEAN          |STANDFORD|002|010|D|UNI|DOC|CTO|
004162|CUAD  ESCOLAR 96HJ RAYADO DISNEY|STANDFORD|010|010|D|UNI|DOC|CTO|
004163|CUAD  ESCOLAR 96HJ CUADRI DISNEY|STANDFORD|010|010|D|UNI|DOC|CTO|
004164|CUAD  ESCOLAR 96HJ D/RAYA DISNEY        |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004165|CUAD  ESCOLAR 96HJ T/RAYA DISNEY        |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004166|CUAD  ESCOLAR 96HJ T/LIN  DISNEY        |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004167|CUAD  ESCOLAR 96HJ CARTOG DISNEY        |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004168|CUAD  ESCOLAR 96HJ RAYADO               |UNIVERSAL|002|010|D|UNI|DOC|CTO|
004169|CUAD  ESCOLAR 96HJ CUADRI               |UNIVERSAL|002|010|D|UNI|DOC|CTO|
004170|CUAD  ESCOLAR 96HJ RAYADO               |UNIVERSAL|002|010|D|UNI|DOC|CTO|
004171|CUAD  ESCOLAR 96HJ D/RAYA               |UNIVERSAL|002|010|D|UNI|DOC|CTO|
004172|CUAD  ESCOLAR 96HJ RAYADO MIX SURT/INF  |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004173|CUAD  ESCOLAR 96HJ CUADRI MIX SURT/INF|STANDFORD|010|010|D|UNI|DOC|CTO|
004174|CUAD  ESCOLAR 96HJ T/RAYA|LORO|002|010|D|UNI|DOC|CTO|MLL
004175|CUAD  ESCOLAR 96HJ D/RAYA MIX SURT      |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004176|CUAD  ESCOLAR 96HJ T/RAYA MIX SURT A    |STANDFORD|002|010|D|UNI|DOC|CTO|MLL
004177|CUAD  ESCOLAR 96HJ CARTOG MIX SURT      ||002|010|D|UNI|DOC|CTO|
004178|CUAD  ESCOLAR 96HJ RAYADO               |SURCO|002|010|D|UNI|DOC|CTO|
004179|CUAD  ESCOLAR 96HJ CUADRI               |SURCO|002|010|D|UNI|DOC|CTO|
004180|CUAD  ESCOLAR 96HJ T/RAYA               |JUSTUS|002|010|D|UNI|CTO||
004181|CUAD  ESCOLAR 96HJ D/RAYA               |SURCO|002|010|D|UNI|DOC|CTO|
004182|CUAD  ESCOLAR 96HJ RAYADO PLAST|ATLAS|002|010|D|UNI|DOC|CTO|
004183|CUAD  ESCOLAR 96HJ CUADRI PLAST|ATLAS|002|010|D|UNI|DOC|CTO|
004184|CUAD  ESCOLAR 96HJ D/RAYA PLAST|ATLAS|002|010|D|UNI|DOC|CTO|
004185|CUAD  ESCOLAR 96HJ T/RAYA PLAST         |ATLAS|002|010|D|UNI|DOC|CTO|MLL
004186|CUAD  ESCOLAR 96HJ CARTOG PLAST         |ATLAS|002|010|D|UNI|DOC|CTO|MLL
004187|CUAD  ESCOLAR 96HJ CARTOG               |SURCO|002|010|D|UNI|DOC|CTO|
004188|CUAD  ESCOLAR 96HJ RAYADO DISNEY|ATLAS|002|010|D|UNI|DOC|CTO|
